,Borough,School_Num,School_Year,Indicator_1.1,Indicator_1.2,Indicator_2.2,Indicator_3.4,Indicator_4.2
8226,X,127,2017-18,3.0,3.0,3.0,4.0,4.0
8227,X,175,2017-18,4.0,3.0,4.0,4.0,3.0
8228,X,180,2017-18,3.0,3.0,3.0,4.0,3.0
8229,X,270,2017-18,3.0,2.0,3.0,3.0,3.0
8230,X,275,2017-18,3.0,3.0,2.0,4.0,3.0
8231,X,290,2017-18,3.0,2.0,2.0,4.0,3.0
8232,X,357,2017-18,3.0,3.0,3.0,4.0,3.0
8233,X,370,2017-18,3.0,3.0,3.0,3.0,4.0
8234,X,462,2017-18,3.0,4.0,3.0,4.0,3.0
8235,X,481,2017-18,4.0,4.0,4.0,4.0,4.0
8236,X,483,2017-18,3.0,3.0,4.0,4.0,4.0
8237,X,514,2017-18,4.0,3.0,3.0,4.0,3.0
8238,X,532,2017-18,3.0,3.0,3.0,3.0,3.0
8239,X,542,2017-18,3.0,3.0,3.0,4.0,4.0
8240,X,545,2017-18,4.0,4.0,3.0,3.0,4.0
8241,X,556,2017-18,3.0,3.0,3.0,4.0,4.0
8242,X,566,2017-18,4.0,3.0,3.0,4.0,3.0
8243,X,567,2017-18,2.0,3.0,2.0,3.0,3.0
8244,X,047,2017-18,3.0,3.0,3.0,3.0,3.0
8245,X,057,2017-18,3.0,2.0,2.0,2.0,2.0
8246,X,134,2017-18,3.0,3.0,4.0,4.0,4.0
8247,X,190,2017-18,3.0,3.0,2.0,3.0,3.0
8248,X,211,2017-18,2.0,3.0,2.0,3.0,2.0
8249,X,212,2017-18,2.0,2.0,2.0,2.0,2.0
8250,X,214,2017-18,4.0,3.0,3.0,4.0,4.0
8251,X,217,2017-18,3.0,3.0,2.0,3.0,4.0
8252,X,251,2017-18,3.0,3.0,3.0,3.0,3.0
8253,X,286,2017-18,4.0,2.0,3.0,3.0,4.0
8254,X,341,2017-18,3.0,2.0,3.0,3.0,2.0
8255,X,480,2017-18,2.0,2.0,2.0,3.0,3.0
8256,X,511,2017-18,3.0,3.0,4.0,4.0,4.0
8257,X,531,2017-18,4.0,3.0,4.0,4.0,3.0
8258,X,691,2017-18,4.0,3.0,3.0,3.0,3.0
8259,K,020,2017-18,3.0,4.0,3.0,4.0,3.0
8260,K,044,2017-18,3.0,3.0,3.0,3.0,3.0
8261,K,056,2017-18,2.0,2.0,3.0,3.0,3.0
8262,K,113,2017-18,3.0,3.0,3.0,3.0,3.0
8263,K,256,2017-18,2.0,3.0,2.0,3.0,2.0
8264,K,301,2017-18,3.0,2.0,2.0,3.0,3.0
8265,K,307,2017-18,3.0,3.0,3.0,3.0,4.0
8266,K,412,2017-18,3.0,3.0,3.0,4.0,3.0
8267,K,419,2017-18,3.0,2.0,3.0,3.0,3.0
8268,K,527,2017-18,2.0,2.0,2.0,2.0,2.0
8269,K,605,2017-18,3.0,3.0,3.0,4.0,3.0
8270,K,616,2017-18,3.0,2.0,3.0,3.0,2.0
8271,K,034,2017-18,4.0,3.0,4.0,4.0,3.0
8272,K,071,2017-18,3.0,3.0,3.0,4.0,3.0
8273,K,084,2017-18,3.0,3.0,3.0,4.0,3.0
8274,K,110,2017-18,4.0,4.0,3.0,4.0,3.0
8275,K,297,2017-18,3.0,3.0,2.0,4.0,3.0
8276,K,474,2017-18,4.0,4.0,3.0,4.0,3.0
8277,K,478,2017-18,4.0,3.0,3.0,4.0,3.0
8278,K,610,2017-18,3.0,3.0,3.0,3.0,3.0
8279,K,614,2017-18,4.0,3.0,2.0,4.0,2.0
8280,K,032,2017-18,3.0,3.0,2.0,3.0,3.0
8281,K,051,2017-18,3.0,3.0,3.0,4.0,4.0
8282,K,088,2017-18,4.0,4.0,4.0,4.0,4.0
8283,K,094,2017-18,3.0,3.0,2.0,3.0,3.0
8284,K,423,2017-18,4.0,3.0,3.0,4.0,4.0
8285,K,497,2017-18,4.0,3.0,3.0,4.0,3.0
8286,K,519,2017-18,4.0,3.0,3.0,4.0,3.0
8287,K,667,2017-18,3.0,3.0,3.0,4.0,4.0
8288,K,821,2017-18,3.0,3.0,3.0,3.0,3.0
8289,K,839,2017-18,4.0,3.0,3.0,4.0,3.0
8290,K,021,2017-18,3.0,2.0,3.0,3.0,2.0
8291,K,040,2017-18,3.0,2.0,3.0,4.0,3.0
8292,K,081,2017-18,2.0,2.0,2.0,3.0,2.0
8293,K,262,2017-18,3.0,3.0,3.0,3.0,3.0
8294,K,335,2017-18,2.0,2.0,2.0,3.0,3.0
8295,K,455,2017-18,3.0,2.0,2.0,3.0,3.0
8296,K,091,2017-18,3.0,2.0,2.0,3.0,3.0
8297,K,221,2017-18,2.0,2.0,2.0,3.0,2.0
8298,K,340,2017-18,3.0,3.0,3.0,3.0,2.0
8299,K,375,2017-18,3.0,3.0,3.0,3.0,3.0
8300,K,382,2017-18,2.0,3.0,3.0,3.0,3.0
8301,K,532,2017-18,2.0,2.0,3.0,3.0,4.0
8302,K,546,2017-18,3.0,3.0,3.0,3.0,2.0
8303,K,547,2017-18,3.0,2.0,3.0,3.0,3.0
8304,K,705,2017-18,3.0,3.0,2.0,4.0,3.0
8305,K,745,2017-18,4.0,3.0,3.0,4.0,3.0
8306,K,066,2017-18,3.0,3.0,3.0,4.0,3.0
8307,K,068,2017-18,4.0,4.0,4.0,3.0,4.0
8308,K,135,2017-18,2.0,2.0,2.0,3.0,3.0
8309,K,208,2017-18,3.0,3.0,3.0,4.0,3.0
8310,K,219,2017-18,3.0,2.0,2.0,3.0,3.0
8311,K,233,2017-18,3.0,2.0,2.0,2.0,3.0
8312,K,235,2017-18,3.0,3.0,2.0,3.0,2.0
8313,K,244,2017-18,3.0,3.0,3.0,3.0,3.0
8314,K,276,2017-18,2.0,2.0,3.0,3.0,3.0
8315,K,279,2017-18,3.0,3.0,3.0,3.0,3.0
8316,K,366,2017-18,3.0,3.0,2.0,3.0,3.0
8317,K,567,2017-18,2.0,2.0,2.0,3.0,2.0
8318,K,588,2017-18,3.0,3.0,3.0,3.0,3.0
8319,K,635,2017-18,3.0,2.0,3.0,3.0,3.0
8320,K,013,2017-18,4.0,4.0,3.0,4.0,3.0
8321,K,089,2017-18,3.0,3.0,3.0,4.0,4.0
8322,K,202,2017-18,3.0,2.0,3.0,3.0,3.0
8323,K,214,2017-18,3.0,2.0,2.0,3.0,2.0
8324,K,224,2017-18,3.0,2.0,3.0,3.0,3.0
8325,K,290,2017-18,4.0,3.0,4.0,4.0,4.0
8326,K,292,2017-18,3.0,3.0,3.0,3.0,3.0
8327,K,306,2017-18,3.0,2.0,2.0,3.0,3.0
8328,K,364,2017-18,3.0,2.0,3.0,3.0,3.0
8329,K,404,2017-18,3.0,3.0,3.0,4.0,3.0
8330,K,409,2017-18,3.0,3.0,3.0,4.0,3.0
8331,K,422,2017-18,3.0,3.0,4.0,4.0,4.0
8332,K,502,2017-18,2.0,2.0,3.0,4.0,3.0
8333,K,583,2017-18,3.0,3.0,3.0,4.0,4.0
8334,K,660,2017-18,3.0,2.0,2.0,3.0,3.0
8335,K,677,2017-18,3.0,2.0,3.0,3.0,3.0
8336,K,062,2017-18,3.0,3.0,3.0,4.0,3.0
8337,K,200,2017-18,3.0,3.0,2.0,3.0,3.0
8338,K,205,2017-18,3.0,3.0,3.0,3.0,3.0
8339,K,223,2017-18,3.0,3.0,3.0,2.0,3.0
8340,K,227,2017-18,3.0,3.0,2.0,3.0,3.0
8341,K,445,2017-18,3.0,3.0,3.0,3.0,3.0
8342,K,503,2017-18,3.0,3.0,3.0,4.0,4.0
8343,K,128,2017-18,3.0,3.0,2.0,3.0,2.0
8344,K,303,2017-18,3.0,3.0,3.0,3.0,3.0
8345,K,329,2017-18,3.0,2.0,3.0,4.0,3.0
8346,K,337,2017-18,4.0,3.0,3.0,3.0,3.0
8347,K,344,2017-18,3.0,3.0,2.0,3.0,3.0
8348,K,525,2017-18,3.0,3.0,2.0,4.0,4.0
8349,K,559,2017-18,3.0,3.0,3.0,3.0,3.0
8350,K,119,2017-18,2.0,2.0,2.0,3.0,3.0
8351,K,193,2017-18,3.0,2.0,3.0,3.0,3.0
8352,K,198,2017-18,3.0,2.0,3.0,3.0,3.0
8353,K,251,2017-18,3.0,2.0,2.0,3.0,3.0
8354,K,315,2017-18,3.0,3.0,3.0,4.0,3.0
8355,K,381,2017-18,4.0,4.0,3.0,4.0,4.0
8356,K,405,2017-18,3.0,3.0,2.0,3.0,3.0
8357,K,425,2017-18,3.0,2.0,2.0,4.0,2.0
8358,K,611,2017-18,3.0,3.0,3.0,4.0,3.0
8359,K,137,2017-18,3.0,2.0,2.0,3.0,2.0
8360,K,155,2017-18,3.0,3.0,3.0,3.0,2.0
8361,K,156,2017-18,2.0,2.0,2.0,3.0,2.0
8362,K,165,2017-18,3.0,2.0,3.0,3.0,3.0
8363,K,284,2017-18,3.0,2.0,2.0,3.0,3.0
8364,K,298,2017-18,3.0,2.0,3.0,3.0,2.0
8365,K,493,2017-18,3.0,3.0,2.0,3.0,3.0
8366,K,518,2017-18,3.0,2.0,2.0,3.0,3.0
8367,K,522,2017-18,3.0,2.0,2.0,3.0,2.0
8368,K,668,2017-18,3.0,3.0,3.0,4.0,3.0
8369,Q,007,2017-18,3.0,3.0,3.0,3.0,3.0
8370,Q,013,2017-18,4.0,3.0,3.0,3.0,3.0
8371,Q,061,2017-18,4.0,3.0,4.0,4.0,4.0
8372,Q,088,2017-18,3.0,3.0,4.0,4.0,3.0
8373,Q,091,2017-18,3.0,3.0,4.0,3.0,3.0
8374,Q,128,2017-18,4.0,4.0,3.0,4.0,4.0
8375,Q,143,2017-18,3.0,3.0,3.0,4.0,3.0
8376,Q,239,2017-18,3.0,3.0,3.0,3.0,2.0
8377,Q,290,2017-18,4.0,4.0,4.0,4.0,3.0
8378,Q,307,2017-18,3.0,3.0,3.0,3.0,4.0
8379,Q,455,2017-18,3.0,3.0,2.0,4.0,3.0
8380,Q,520,2017-18,3.0,3.0,3.0,4.0,3.0
8381,Q,600,2017-18,3.0,2.0,3.0,4.0,3.0
8382,Q,744,2017-18,3.0,3.0,4.0,4.0,3.0
8383,Q,163,2017-18,4.0,4.0,4.0,3.0,3.0
8384,Q,165,2017-18,4.0,4.0,4.0,4.0,4.0
8385,Q,214,2017-18,4.0,3.0,4.0,4.0,3.0
8386,Q,219,2017-18,3.0,3.0,4.0,4.0,3.0
8387,Q,237,2017-18,4.0,3.0,3.0,4.0,4.0
8388,Q,242,2017-18,3.0,4.0,3.0,4.0,4.0
8389,Q,263,2017-18,4.0,3.0,4.0,4.0,4.0
8390,Q,285,2017-18,3.0,3.0,3.0,4.0,3.0
8391,Q,460,2017-18,2.0,2.0,2.0,3.0,3.0
8392,Q,067,2017-18,4.0,4.0,3.0,4.0,3.0
8393,Q,162,2017-18,3.0,2.0,2.0,3.0,3.0
8394,Q,172,2017-18,3.0,3.0,3.0,3.0,2.0
8395,Q,186,2017-18,3.0,4.0,4.0,3.0,4.0
8396,Q,205,2017-18,3.0,3.0,3.0,3.0,3.0
8397,Q,435,2017-18,3.0,2.0,3.0,4.0,4.0
8398,Q,566,2017-18,4.0,3.0,4.0,4.0,4.0
8399,Q,042,2017-18,3.0,3.0,3.0,3.0,3.0
8400,Q,053,2017-18,3.0,3.0,3.0,3.0,3.0
8401,Q,104,2017-18,4.0,3.0,3.0,4.0,4.0
8402,Q,207,2017-18,3.0,3.0,3.0,4.0,3.0
8403,Q,210,2017-18,3.0,2.0,3.0,3.0,3.0
8404,Q,223,2017-18,3.0,3.0,3.0,4.0,3.0
8405,Q,282,2017-18,4.0,3.0,4.0,4.0,4.0
8406,Q,309,2017-18,3.0,2.0,3.0,4.0,3.0
8407,Q,314,2017-18,3.0,2.0,3.0,3.0,3.0
8408,Q,324,2017-18,3.0,2.0,3.0,3.0,3.0
8409,Q,333,2017-18,3.0,2.0,2.0,3.0,2.0
8410,Q,334,2017-18,3.0,3.0,3.0,4.0,3.0
8411,Q,351,2017-18,3.0,2.0,3.0,3.0,3.0
8412,Q,400,2017-18,3.0,3.0,4.0,4.0,4.0
8413,Q,475,2017-18,4.0,3.0,3.0,4.0,4.0
8414,Q,050,2017-18,4.0,3.0,3.0,4.0,4.0
8415,Q,054,2017-18,3.0,3.0,3.0,4.0,4.0
8416,Q,055,2017-18,3.0,3.0,3.0,4.0,3.0
8417,Q,080,2017-18,3.0,2.0,3.0,4.0,3.0
8418,Q,174,2017-18,3.0,3.0,3.0,4.0,3.0
8419,Q,175,2017-18,4.0,3.0,3.0,3.0,4.0
8420,Q,182,2017-18,3.0,3.0,4.0,4.0,4.0
8421,Q,190,2017-18,3.0,3.0,3.0,3.0,3.0
8422,Q,310,2017-18,3.0,3.0,3.0,3.0,3.0
8423,Q,338,2017-18,3.0,2.0,3.0,3.0,3.0
8424,Q,349,2017-18,4.0,3.0,3.0,4.0,4.0
8425,Q,354,2017-18,4.0,4.0,4.0,4.0,3.0
8426,Q,358,2017-18,4.0,3.0,3.0,4.0,4.0
8427,Q,680,2017-18,4.0,3.0,3.0,4.0,3.0
8428,Q,686,2017-18,3.0,3.0,3.0,4.0,3.0
8429,Q,687,2017-18,3.0,3.0,3.0,4.0,3.0
8430,Q,033,2017-18,3.0,3.0,3.0,4.0,2.0
8431,Q,034,2017-18,4.0,4.0,3.0,4.0,4.0
8432,Q,036,2017-18,3.0,3.0,3.0,4.0,3.0
8433,Q,052,2017-18,2.0,2.0,2.0,3.0,2.0
8434,Q,116,2017-18,3.0,3.0,3.0,3.0,3.0
8435,Q,132,2017-18,3.0,3.0,3.0,4.0,3.0
8436,Q,134,2017-18,2.0,2.0,3.0,3.0,3.0
8437,Q,136,2017-18,4.0,3.0,3.0,4.0,4.0
8438,Q,147,2017-18,3.0,3.0,3.0,3.0,3.0
8439,Q,156,2017-18,3.0,2.0,3.0,4.0,3.0
8440,Q,251,2017-18,3.0,3.0,3.0,3.0,2.0
8441,Q,268,2017-18,4.0,3.0,3.0,4.0,3.0
8442,Q,270,2017-18,3.0,3.0,3.0,3.0,3.0
8443,Q,272,2017-18,3.0,2.0,2.0,4.0,3.0
8444,Q,326,2017-18,3.0,3.0,3.0,4.0,4.0
8445,Q,327,2017-18,3.0,3.0,3.0,3.0,2.0
8446,Q,355,2017-18,3.0,2.0,3.0,4.0,3.0
8447,Q,360,2017-18,3.0,3.0,3.0,4.0,3.0
8448,Q,498,2017-18,3.0,3.0,3.0,3.0,3.0
8449,Q,010,2017-18,3.0,3.0,3.0,3.0,3.0
8450,Q,070,2017-18,4.0,4.0,3.0,4.0,3.0
8451,Q,084,2017-18,3.0,4.0,4.0,3.0,3.0
8452,Q,111,2017-18,3.0,3.0,3.0,3.0,3.0
8453,Q,127,2017-18,3.0,3.0,3.0,3.0,3.0
8454,Q,171,2017-18,3.0,3.0,4.0,4.0,3.0
8455,Q,222,2017-18,3.0,3.0,3.0,4.0,4.0
8456,Q,361,2017-18,3.0,3.0,3.0,4.0,4.0
8457,Q,450,2017-18,4.0,3.0,3.0,4.0,4.0
8458,Q,575,2017-18,3.0,3.0,4.0,4.0,3.0
8459,Q,580,2017-18,3.0,3.0,3.0,2.0,3.0
8460,R,011,2017-18,4.0,3.0,4.0,4.0,4.0
8461,R,019,2017-18,3.0,2.0,3.0,3.0,3.0
8462,R,020,2017-18,3.0,2.0,3.0,3.0,3.0
8463,R,021,2017-18,3.0,3.0,3.0,3.0,3.0
8464,R,026,2017-18,3.0,3.0,3.0,4.0,4.0
8465,R,036,2017-18,3.0,3.0,3.0,4.0,3.0
8466,R,038,2017-18,3.0,3.0,3.0,4.0,3.0
8467,R,039,2017-18,3.0,2.0,2.0,4.0,3.0
8468,R,046,2017-18,3.0,3.0,3.0,3.0,3.0
8469,R,057,2017-18,4.0,3.0,3.0,4.0,3.0
8470,R,058,2017-18,3.0,3.0,2.0,3.0,3.0
8471,R,060,2017-18,3.0,3.0,3.0,4.0,3.0
8472,R,062,2017-18,4.0,4.0,4.0,4.0,4.0
8473,R,064,2017-18,4.0,3.0,3.0,4.0,4.0
8474,R,068,2017-18,3.0,2.0,2.0,3.0,2.0
8475,R,072,2017-18,3.0,2.0,2.0,3.0,2.0
8476,R,074,2017-18,3.0,3.0,3.0,4.0,3.0
8477,R,440,2017-18,4.0,3.0,4.0,4.0,4.0
8478,R,445,2017-18,3.0,2.0,2.0,3.0,2.0
8479,R,450,2017-18,3.0,2.0,3.0,4.0,3.0
8480,R,455,2017-18,3.0,3.0,3.0,4.0,3.0
8481,R,460,2017-18,3.0,3.0,3.0,4.0,3.0
8482,R,470,2017-18,3.0,2.0,3.0,3.0,3.0
8483,R,861,2017-18,4.0,3.0,3.0,4.0,4.0
8484,K,075,2017-18,2.0,2.0,2.0,2.0,2.0
8485,K,106,2017-18,3.0,3.0,3.0,3.0,3.0
8486,K,123,2017-18,3.0,3.0,3.0,4.0,4.0
8487,K,162,2017-18,3.0,3.0,3.0,4.0,4.0
8488,K,274,2017-18,3.0,3.0,4.0,4.0,4.0
8489,K,291,2017-18,3.0,3.0,3.0,3.0,3.0
8490,K,349,2017-18,3.0,3.0,3.0,3.0,3.0
8491,K,384,2017-18,3.0,3.0,3.0,3.0,2.0
8492,K,549,2017-18,3.0,3.0,3.0,4.0,3.0
8493,K,552,2017-18,3.0,3.0,3.0,3.0,3.0
8494,K,556,2017-18,3.0,3.0,2.0,3.0,3.0
8495,K,564,2017-18,3.0,2.0,2.0,3.0,2.0
8496,K,004,2017-18,4.0,4.0,4.0,4.0,4.0
8497,K,077,2017-18,4.0,3.0,4.0,4.0,4.0
8498,K,140,2017-18,4.0,3.0,4.0,4.0,4.0
8499,K,141,2017-18,4.0,3.0,3.0,3.0,3.0
8500,K,231,2017-18,3.0,3.0,3.0,4.0,4.0
8501,K,369,2017-18,3.0,3.0,2.0,3.0,3.0
8502,K,753,2017-18,4.0,3.0,4.0,4.0,4.0
8503,M,035,2017-18,4.0,3.0,3.0,4.0,4.0
8504,M,079,2017-18,4.0,4.0,4.0,4.0,3.0
8505,M,138,2017-18,4.0,3.0,3.0,4.0,4.0
8506,M,226,2017-18,3.0,3.0,4.0,4.0,4.0
8507,Q,075,2017-18,3.0,3.0,3.0,3.0,3.0
8508,Q,256,2017-18,3.0,3.0,4.0,4.0,4.0
8509,Q,752,2017-18,4.0,4.0,4.0,4.0,4.0
8510,R,037,2017-18,4.0,3.0,4.0,4.0,4.0
8511,X,012,2017-18,3.0,4.0,3.0,4.0,4.0
8512,X,017,2017-18,4.0,3.0,4.0,4.0,4.0
8513,X,168,2017-18,4.0,4.0,4.0,4.0,4.0
8514,X,188,2017-18,4.0,3.0,4.0,4.0,3.0
8515,X,352,2017-18,4.0,3.0,4.0,4.0,4.0
8516,X,469,2017-18,3.0,3.0,4.0,4.0,3.0
8517,X,723,2017-18,4.0,4.0,4.0,4.0,4.0
8518,X,754,2017-18,4.0,3.0,3.0,4.0,4.0
8519,M,241,2018-19,2.0,2.0,2.0,2.0,2.0
8520,X,277,2018-19,3.0,3.0,3.0,3.0,3.0
8521,K,278,2018-19,4.0,3.0,4.0,4.0,3.0
8522,K,399,2018-19,3.0,2.0,3.0,3.0,3.0
8523,X,242,2018-19,3.0,3.0,3.0,3.0,3.0
8524,R,059,2018-19,3.0,2.0,3.0,3.0,2.0
8525,X,390,2018-19,3.0,3.0,2.0,3.0,3.0
8526,K,531,2018-19,3.0,3.0,3.0,3.0,3.0
8527,K,370,2018-19,3.0,2.0,3.0,3.0,2.0
8528,X,298,2018-19,3.0,3.0,3.0,4.0,3.0
8529,Q,037,2018-19,3.0,3.0,2.0,3.0,3.0
8530,K,325,2018-19,4.0,2.0,2.0,3.0,4.0
8531,M,296,2018-19,2.0,2.0,2.0,3.0,3.0
8532,K,722,2018-19,3.0,2.0,3.0,4.0,3.0
8533,K,452,2018-19,3.0,3.0,3.0,4.0,3.0
8534,Q,158,2018-19,3.0,3.0,3.0,3.0,3.0
8535,M,094,2018-19,4.0,3.0,4.0,4.0,4.0
8536,M,310,2018-19,3.0,3.0,3.0,3.0,3.0
8537,X,508,2018-19,4.0,4.0,3.0,4.0,3.0
8538,X,513,2018-19,3.0,3.0,3.0,4.0,3.0
8539,K,683,2018-19,2.0,2.0,2.0,3.0,1.0
8540,K,048,2018-19,3.0,3.0,3.0,3.0,3.0
8541,K,104,2018-19,4.0,4.0,4.0,4.0,4.0
8542,Q,178,2018-19,3.0,4.0,4.0,3.0,4.0
8543,Q,155,2018-19,3.0,4.0,4.0,3.0,4.0
8544,K,890,2018-19,3.0,3.0,3.0,3.0,3.0
8545,M,250,2018-19,2.0,2.0,3.0,3.0,3.0
8546,X,267,2018-19,3.0,3.0,3.0,4.0,4.0
8547,X,316,2018-19,4.0,3.0,3.0,4.0,3.0
8548,Q,194,2018-19,3.0,3.0,3.0,3.0,4.0
8549,R,054,2018-19,3.0,3.0,2.0,3.0,3.0
8550,Q,189,2018-19,3.0,3.0,3.0,3.0,3.0
8551,K,100,2018-19,3.0,3.0,3.0,3.0,3.0
8552,X,521,2018-19,3.0,3.0,2.0,4.0,3.0
8553,K,163,2018-19,3.0,3.0,3.0,3.0,3.0
8554,K,192,2018-19,3.0,3.0,3.0,3.0,3.0
8555,K,229,2018-19,2.0,3.0,2.0,3.0,3.0
8556,Q,060,2018-19,4.0,4.0,4.0,3.0,3.0
8557,Q,280,2018-19,3.0,3.0,3.0,4.0,4.0
8558,X,241,2018-19,3.0,3.0,2.0,3.0,2.0
8559,X,371,2018-19,4.0,4.0,3.0,3.0,3.0
8560,K,383,2018-19,3.0,3.0,3.0,3.0,2.0
8561,Q,266,2018-19,2.0,3.0,3.0,4.0,3.0
8562,K,008,2018-19,4.0,3.0,4.0,4.0,4.0
8563,K,157,2018-19,3.0,3.0,3.0,3.0,3.0
8564,K,197,2018-19,4.0,3.0,3.0,3.0,3.0
8565,Q,277,2018-19,4.0,4.0,4.0,3.0,4.0
8566,K,203,2018-19,3.0,3.0,3.0,4.0,4.0
8567,Q,065,2018-19,4.0,4.0,4.0,4.0,4.0
8568,Q,108,2018-19,4.0,3.0,4.0,4.0,4.0
8569,X,186,2018-19,3.0,3.0,3.0,4.0,3.0
8570,M,104,2018-19,4.0,3.0,3.0,3.0,4.0
8571,M,300,2018-19,3.0,2.0,2.0,3.0,3.0
8572,K,054,2018-19,3.0,2.0,2.0,3.0,3.0
8573,K,234,2018-19,4.0,3.0,3.0,4.0,4.0
8574,Q,144,2018-19,3.0,3.0,3.0,4.0,3.0
8575,K,215,2018-19,4.0,4.0,4.0,4.0,4.0
8576,Q,183,2018-19,3.0,3.0,2.0,3.0,3.0
8577,M,001,2018-19,3.0,2.0,3.0,3.0,2.0
8578,Q,230,2018-19,3.0,3.0,4.0,4.0,4.0
8579,M,092,2018-19,3.0,3.0,3.0,4.0,3.0
8580,X,005,2018-19,3.0,2.0,2.0,3.0,3.0
8581,X,274,2018-19,3.0,3.0,3.0,4.0,4.0
8582,K,299,2018-19,2.0,2.0,3.0,3.0,2.0
8583,M,315,2018-19,3.0,3.0,4.0,4.0,3.0
8584,K,255,2018-19,4.0,3.0,3.0,3.0,4.0
8585,K,323,2018-19,3.0,3.0,3.0,3.0,3.0
8586,Q,160,2018-19,3.0,2.0,3.0,4.0,3.0
8587,K,516,2018-19,3.0,3.0,3.0,3.0,3.0
8588,K,014,2018-19,4.0,3.0,3.0,4.0,3.0
8589,K,153,2018-19,2.0,3.0,3.0,3.0,3.0
8590,X,326,2018-19,4.0,3.0,3.0,4.0,3.0
8591,M,517,2018-19,3.0,3.0,3.0,4.0,3.0
8592,X,065,2018-19,3.0,3.0,3.0,3.0,3.0
8593,M,278,2018-19,2.0,2.0,2.0,3.0,3.0
8594,K,152,2018-19,3.0,2.0,2.0,3.0,3.0
8595,Q,112,2018-19,3.0,3.0,3.0,3.0,2.0
8596,Q,122,2018-19,3.0,4.0,3.0,4.0,4.0
8597,X,264,2018-19,3.0,3.0,2.0,3.0,3.0
8598,K,057,2018-19,3.0,2.0,2.0,3.0,3.0
8599,K,209,2018-19,3.0,3.0,3.0,3.0,3.0
8600,M,224,2018-19,2.0,2.0,3.0,3.0,3.0
8601,K,017,2018-19,3.0,3.0,3.0,4.0,4.0
8602,X,558,2018-19,4.0,2.0,2.0,3.0,3.0
8603,X,670,2018-19,2.0,2.0,2.0,3.0,2.0
8604,X,014,2018-19,4.0,4.0,4.0,3.0,4.0
8605,Q,102,2018-19,4.0,3.0,3.0,4.0,3.0
8606,Q,145,2018-19,3.0,3.0,3.0,3.0,4.0
8607,X,353,2018-19,3.0,3.0,3.0,4.0,4.0
8608,K,662,2018-19,4.0,4.0,4.0,4.0,3.0
8609,K,277,2018-19,3.0,3.0,4.0,3.0,4.0
8610,X,093,2018-19,3.0,3.0,3.0,4.0,4.0
8611,X,063,2018-19,3.0,2.0,3.0,3.0,3.0
8612,Q,267,2018-19,3.0,2.0,3.0,3.0,3.0
8613,Q,208,2018-19,3.0,3.0,4.0,4.0,4.0
8614,Q,265,2018-19,3.0,3.0,3.0,4.0,4.0
8615,X,157,2018-19,3.0,3.0,3.0,3.0,3.0
8616,X,189,2018-19,3.0,3.0,3.0,4.0,3.0
8617,X,003,2018-19,3.0,3.0,3.0,4.0,4.0
8618,K,316,2018-19,3.0,3.0,3.0,3.0,2.0
8619,R,048,2018-19,3.0,3.0,3.0,4.0,3.0
8620,Q,287,2018-19,4.0,3.0,3.0,4.0,2.0
8621,M,177,2018-19,3.0,3.0,4.0,4.0,4.0
8622,M,280,2018-19,3.0,3.0,3.0,4.0,4.0
8623,K,189,2018-19,3.0,3.0,3.0,4.0,3.0
8624,M,361,2018-19,3.0,3.0,3.0,4.0,4.0
8625,K,524,2018-19,4.0,3.0,4.0,4.0,4.0
8626,Q,281,2018-19,3.0,3.0,3.0,4.0,4.0
8627,R,063,2018-19,4.0,4.0,4.0,4.0,3.0
8628,Q,329,2018-19,3.0,3.0,3.0,4.0,4.0
8629,M,297,2018-19,3.0,3.0,3.0,4.0,3.0
8630,M,260,2018-19,4.0,4.0,3.0,4.0,3.0
8631,M,515,2018-19,3.0,3.0,3.0,4.0,3.0
8632,X,008,2018-19,3.0,3.0,3.0,3.0,3.0
8633,X,340,2018-19,4.0,4.0,4.0,4.0,4.0
8634,X,442,2018-19,3.0,3.0,3.0,3.0,3.0
8635,X,445,2018-19,4.0,3.0,4.0,4.0,4.0
8636,Q,610,2018-19,4.0,3.0,3.0,4.0,3.0
8637,Q,026,2018-19,3.0,4.0,4.0,4.0,4.0
8638,Q,024,2018-19,4.0,4.0,4.0,4.0,4.0
8639,K,609,2018-19,4.0,3.0,3.0,4.0,3.0
8640,K,053,2018-19,4.0,4.0,4.0,4.0,4.0
8641,K,168,2018-19,4.0,3.0,3.0,4.0,3.0
8642,Q,149,2018-19,4.0,3.0,3.0,4.0,3.0
8643,K,492,2018-19,3.0,3.0,4.0,4.0,4.0
8644,K,159,2018-19,4.0,3.0,3.0,4.0,3.0
8645,M,696,2018-19,4.0,4.0,3.0,4.0,3.0
8646,M,839,2018-19,3.0,3.0,3.0,4.0,3.0
8647,M,276,2018-19,4.0,3.0,4.0,4.0,4.0
8648,M,298,2018-19,4.0,3.0,3.0,4.0,4.0
8649,X,468,2018-19,4.0,3.0,3.0,4.0,4.0
8650,X,083,2018-19,3.0,3.0,3.0,4.0,4.0
8651,K,569,2018-19,3.0,3.0,3.0,4.0,3.0
8652,Q,133,2018-19,3.0,4.0,4.0,4.0,4.0
8653,Q,173,2018-19,4.0,3.0,4.0,4.0,4.0
8654,Q,146,2018-19,3.0,4.0,3.0,4.0,4.0
8655,K,372,2018-19,4.0,3.0,3.0,4.0,3.0
8656,X,583,2018-19,3.0,3.0,3.0,4.0,3.0
