,Borough,School_Num,School_Year,Indicator_1.1,Indicator_1.2,Indicator_2.2,Indicator_3.4,Indicator_4.2
7792,X,546,2016-17,3.0,2.0,3.0,3.0,2.0
7793,K,012,2016-17,3.0,3.0,3.0,3.0,3.0
7794,X,367,2016-17,3.0,3.0,3.0,3.0,2.0
7795,X,243,2016-17,3.0,2.0,2.0,3.0,3.0
7796,X,318,2016-17,3.0,3.0,3.0,3.0,3.0
7797,K,220,2016-17,3.0,2.0,2.0,3.0,3.0
7798,Q,164,2016-17,2.0,2.0,3.0,3.0,3.0
7799,Q,140,2016-17,3.0,3.0,3.0,3.0,3.0
7800,Q,332,2016-17,3.0,3.0,3.0,3.0,3.0
7801,R,004,2016-17,2.0,2.0,2.0,3.0,3.0
7802,R,028,2016-17,3.0,2.0,3.0,3.0,3.0
7803,X,126,2016-17,3.0,2.0,3.0,3.0,3.0
7804,M,369,2016-17,2.0,3.0,3.0,3.0,3.0
7805,M,513,2016-17,4.0,3.0,3.0,4.0,4.0
7806,X,557,2016-17,3.0,2.0,2.0,4.0,3.0
7807,X,058,2016-17,3.0,3.0,3.0,3.0,4.0
7808,X,229,2016-17,2.0,2.0,2.0,2.0,1.0
7809,X,078,2016-17,3.0,2.0,2.0,3.0,3.0
7810,K,246,2016-17,3.0,2.0,3.0,3.0,3.0
7811,Q,289,2016-17,4.0,3.0,4.0,3.0,4.0
7812,M,422,2016-17,3.0,3.0,2.0,4.0,3.0
7813,X,048,2016-17,3.0,3.0,3.0,3.0,3.0
7814,Q,236,2016-17,3.0,3.0,3.0,3.0,3.0
7815,R,078,2016-17,2.0,2.0,2.0,3.0,3.0
7816,M,123,2016-17,3.0,2.0,3.0,3.0,3.0
7817,X,376,2016-17,2.0,2.0,2.0,3.0,2.0
7818,X,118,2016-17,3.0,3.0,3.0,3.0,2.0
7819,X,314,2016-17,3.0,2.0,2.0,2.0,3.0
7820,X,372,2016-17,3.0,2.0,2.0,3.0,3.0
7821,K,751,2016-17,3.0,2.0,2.0,3.0,3.0
7822,K,165,2016-17,2.0,2.0,2.0,2.0,3.0
7823,R,049,2016-17,2.0,2.0,2.0,2.0,2.0
7824,M,545,2016-17,3.0,3.0,3.0,3.0,2.0
7825,X,269,2016-17,3.0,2.0,2.0,3.0,3.0
7826,X,454,2016-17,4.0,3.0,4.0,4.0,3.0
7827,X,080,2016-17,3.0,3.0,3.0,3.0,3.0
7828,X,249,2016-17,3.0,3.0,3.0,4.0,4.0
7829,K,690,2016-17,3.0,3.0,3.0,3.0,3.0
7830,K,240,2016-17,3.0,2.0,2.0,2.0,2.0
7831,K,403,2016-17,3.0,3.0,3.0,4.0,4.0
7832,Q,109,2016-17,3.0,4.0,3.0,4.0,3.0
7833,X,405,2016-17,3.0,3.0,2.0,3.0,3.0
7834,X,559,2016-17,3.0,2.0,2.0,3.0,2.0
7835,X,254,2016-17,2.0,2.0,3.0,4.0,3.0
7836,X,217,2016-17,3.0,2.0,2.0,3.0,3.0
7837,X,271,2016-17,3.0,3.0,3.0,4.0,4.0
7838,K,656,2016-17,3.0,3.0,3.0,4.0,3.0
7839,K,228,2016-17,4.0,4.0,3.0,4.0,3.0
7840,K,646,2016-17,3.0,2.0,2.0,3.0,2.0
7841,Q,485,2016-17,3.0,2.0,2.0,3.0,3.0
7842,Q,250,2016-17,3.0,2.0,3.0,3.0,3.0
7843,Q,690,2016-17,3.0,3.0,3.0,3.0,3.0
7844,X,194,2016-17,4.0,4.0,4.0,4.0,3.0
7845,M,015,2016-17,4.0,3.0,3.0,3.0,3.0
7846,X,404,2016-17,2.0,2.0,2.0,2.0,2.0
7847,K,028,2016-17,3.0,3.0,3.0,4.0,3.0
7848,K,548,2016-17,3.0,2.0,3.0,3.0,3.0
7849,K,272,2016-17,3.0,3.0,3.0,3.0,3.0
7850,Q,211,2016-17,3.0,3.0,3.0,4.0,3.0
7851,K,145,2016-17,3.0,3.0,3.0,3.0,3.0
7852,M,132,2016-17,3.0,2.0,2.0,3.0,2.0
7853,X,055,2016-17,3.0,3.0,3.0,3.0,3.0
7854,X,109,2016-17,3.0,3.0,2.0,4.0,3.0
7855,X,543,2016-17,3.0,2.0,3.0,3.0,3.0
7856,X,438,2016-17,3.0,2.0,3.0,3.0,3.0
7857,X,061,2016-17,2.0,2.0,2.0,3.0,3.0
7858,X,066,2016-17,3.0,3.0,3.0,4.0,3.0
7859,X,092,2016-17,2.0,2.0,2.0,3.0,2.0
7860,K,328,2016-17,3.0,3.0,3.0,3.0,3.0
7861,K,298,2016-17,3.0,2.0,2.0,3.0,3.0
7862,Q,302,2016-17,3.0,3.0,4.0,4.0,4.0
7863,M,036,2016-17,3.0,3.0,3.0,3.0,3.0
7864,X,224,2016-17,3.0,2.0,3.0,3.0,2.0
7865,X,042,2016-17,3.0,3.0,3.0,4.0,4.0
7866,X,313,2016-17,3.0,2.0,2.0,3.0,3.0
7867,X,391,2016-17,2.0,2.0,2.0,3.0,3.0
7868,K,477,2016-17,3.0,2.0,2.0,3.0,2.0
7869,K,061,2016-17,4.0,3.0,3.0,4.0,2.0
7870,K,306,2016-17,3.0,2.0,3.0,3.0,3.0
7871,K,410,2016-17,4.0,3.0,3.0,4.0,4.0
7872,R,051,2016-17,3.0,2.0,2.0,3.0,3.0
7873,Q,072,2016-17,3.0,3.0,4.0,3.0,3.0
7874,X,161,2016-17,3.0,2.0,3.0,3.0,2.0
7875,X,302,2016-17,4.0,3.0,3.0,4.0,3.0
7876,X,110,2016-17,4.0,3.0,4.0,3.0,3.0
7877,X,328,2016-17,3.0,3.0,3.0,3.0,3.0
7878,X,020,2016-17,4.0,3.0,2.0,3.0,3.0
7879,K,676,2016-17,3.0,2.0,2.0,2.0,3.0
7880,Q,059,2016-17,3.0,3.0,3.0,4.0,3.0
7881,R,010,2016-17,3.0,2.0,2.0,3.0,2.0
7882,R,044,2016-17,2.0,2.0,2.0,3.0,2.0
7883,K,151,2016-17,4.0,3.0,3.0,4.0,3.0
7884,X,550,2016-17,2.0,2.0,3.0,2.0,2.0
7885,M,650,2016-17,3.0,2.0,3.0,3.0,3.0
7886,M,418,2016-17,3.0,2.0,2.0,4.0,3.0
7887,X,312,2016-17,2.0,2.0,2.0,3.0,2.0
7888,X,227,2016-17,3.0,3.0,3.0,4.0,4.0
7889,X,329,2016-17,3.0,3.0,3.0,3.0,4.0
7890,X,433,2016-17,3.0,3.0,3.0,3.0,3.0
7891,X,544,2016-17,3.0,2.0,2.0,3.0,3.0
7892,K,430,2016-17,4.0,3.0,4.0,4.0,4.0
7893,K,642,2016-17,3.0,3.0,4.0,4.0,3.0
7894,K,485,2016-17,4.0,3.0,3.0,3.0,4.0
7895,Q,495,2016-17,4.0,3.0,4.0,4.0,3.0
7896,Q,325,2016-17,4.0,4.0,3.0,4.0,4.0
7897,Q,248,2016-17,3.0,3.0,3.0,4.0,3.0
7898,Q,445,2016-17,3.0,2.0,2.0,3.0,3.0
7899,K,545,2016-17,3.0,3.0,3.0,3.0,3.0
7900,M,423,2016-17,3.0,3.0,2.0,3.0,3.0
7901,X,548,2016-17,3.0,3.0,3.0,3.0,4.0
7902,X,263,2016-17,3.0,2.0,2.0,3.0,3.0
7903,X,213,2016-17,3.0,3.0,2.0,3.0,3.0
7904,X,268,2016-17,2.0,2.0,2.0,2.0,2.0
7905,K,499,2016-17,3.0,3.0,2.0,4.0,3.0
7906,K,670,2016-17,3.0,2.0,2.0,3.0,2.0
7907,X,561,2016-17,2.0,2.0,2.0,2.0,1.0
7908,K,265,2016-17,3.0,2.0,3.0,3.0,2.0
7909,Q,138,2016-17,3.0,4.0,3.0,3.0,3.0
7910,M,340,2016-17,4.0,3.0,3.0,4.0,3.0
7911,M,208,2016-17,3.0,3.0,3.0,3.0,3.0
7912,M,218,2016-17,3.0,2.0,2.0,3.0,3.0
7913,M,528,2016-17,3.0,4.0,3.0,4.0,3.0
7914,K,284,2016-17,3.0,2.0,3.0,3.0,3.0
7915,Q,197,2016-17,3.0,3.0,3.0,3.0,4.0
7916,Q,111,2016-17,2.0,3.0,3.0,3.0,3.0
7917,K,093,2016-17,3.0,3.0,3.0,3.0,3.0
7918,K,161,2016-17,3.0,2.0,2.0,3.0,3.0
7919,M,020,2016-17,2.0,2.0,2.0,3.0,2.0
7920,X,413,2016-17,3.0,2.0,2.0,3.0,2.0
7921,X,331,2016-17,4.0,3.0,3.0,4.0,4.0
7922,Q,042,2016-17,3.0,3.0,3.0,2.0,3.0
7923,K,349,2016-17,3.0,3.0,3.0,3.0,3.0
7924,M,292,2016-17,3.0,3.0,3.0,3.0,3.0
7925,M,002,2016-17,3.0,3.0,2.0,3.0,3.0
7926,M,580,2016-17,3.0,3.0,2.0,3.0,2.0
7927,M,194,2016-17,3.0,2.0,2.0,3.0,3.0
7928,M,173,2016-17,2.0,2.0,2.0,4.0,3.0
7929,X,154,2016-17,4.0,4.0,3.0,4.0,4.0
7930,X,022,2016-17,3.0,2.0,3.0,3.0,3.0
7931,X,325,2016-17,2.0,2.0,2.0,2.0,3.0
7932,X,339,2016-17,3.0,2.0,3.0,3.0,3.0
7933,X,144,2016-17,4.0,3.0,3.0,4.0,3.0
7934,K,050,2016-17,3.0,3.0,3.0,3.0,3.0
7935,K,289,2016-17,3.0,2.0,3.0,3.0,3.0
7936,K,659,2016-17,3.0,3.0,3.0,3.0,4.0
7937,K,216,2016-17,3.0,3.0,3.0,3.0,3.0
7938,Q,053,2016-17,3.0,3.0,3.0,3.0,3.0
7939,Q,017,2016-17,3.0,3.0,2.0,3.0,3.0
7940,K,291,2016-17,3.0,2.0,3.0,2.0,3.0
7941,K,552,2016-17,3.0,2.0,2.0,3.0,3.0
7942,X,525,2016-17,4.0,2.0,3.0,4.0,3.0
7943,K,463,2016-17,2.0,2.0,2.0,3.0,2.0
7944,M,416,2016-17,4.0,4.0,3.0,4.0,3.0
7945,M,149,2016-17,3.0,3.0,3.0,3.0,3.0
7946,M,050,2016-17,2.0,2.0,2.0,3.0,3.0
7947,M,293,2016-17,3.0,2.0,3.0,3.0,3.0
7948,X,089,2016-17,3.0,2.0,2.0,3.0,3.0
7949,K,610,2016-17,3.0,2.0,2.0,3.0,3.0
7950,K,194,2016-17,3.0,3.0,3.0,3.0,2.0
7951,Q,124,2016-17,3.0,3.0,2.0,3.0,3.0
7952,Q,228,2016-17,3.0,4.0,3.0,3.0,4.0
7953,R,024,2016-17,3.0,3.0,3.0,3.0,2.0
7954,K,697,2016-17,3.0,2.0,2.0,3.0,2.0
7955,M,539,2016-17,4.0,3.0,3.0,4.0,3.0
7956,M,680,2016-17,2.0,2.0,3.0,4.0,4.0
7957,X,125,2016-17,2.0,2.0,2.0,2.0,1.0
7958,X,021,2016-17,3.0,2.0,2.0,3.0,3.0
7959,X,684,2016-17,3.0,2.0,3.0,3.0,3.0
7960,K,225,2016-17,3.0,3.0,3.0,3.0,3.0
7961,K,493,2016-17,3.0,3.0,3.0,3.0,3.0
7962,Q,038,2016-17,3.0,3.0,2.0,3.0,2.0
7963,Q,118,2016-17,2.0,3.0,2.0,3.0,3.0
7964,M,468,2016-17,3.0,3.0,3.0,3.0,4.0
7965,X,332,2016-17,3.0,2.0,3.0,3.0,3.0
7966,X,412,2016-17,3.0,2.0,2.0,3.0,3.0
7967,X,455,2016-17,3.0,3.0,3.0,3.0,3.0
7968,K,455,2016-17,2.0,2.0,2.0,3.0,3.0
7969,K,539,2016-17,3.0,3.0,3.0,3.0,3.0
7970,Q,460,2016-17,2.0,2.0,3.0,3.0,3.0
7971,Q,440,2016-17,3.0,3.0,3.0,4.0,4.0
7972,K,361,2016-17,2.0,2.0,2.0,3.0,2.0
7973,X,600,2016-17,2.0,2.0,2.0,3.0,2.0
7974,Q,435,2016-17,3.0,2.0,3.0,3.0,3.0
7975,X,547,2016-17,3.0,2.0,2.0,2.0,3.0
7976,X,530,2016-17,3.0,3.0,3.0,3.0,3.0
7977,X,440,2016-17,2.0,2.0,2.0,3.0,3.0
7978,X,288,2016-17,3.0,3.0,3.0,4.0,3.0
7979,X,321,2016-17,2.0,2.0,2.0,3.0,3.0
7980,K,583,2016-17,3.0,3.0,3.0,4.0,4.0
7981,K,348,2016-17,2.0,2.0,2.0,3.0,3.0
7982,Q,480,2016-17,4.0,3.0,3.0,3.0,4.0
7983,M,223,2016-17,3.0,2.0,2.0,4.0,3.0
7984,X,551,2016-17,4.0,4.0,4.0,4.0,3.0
7985,Q,400,2016-17,3.0,3.0,3.0,4.0,3.0
7986,X,030,2016-17,3.0,2.0,3.0,3.0,3.0
7987,X,123,2016-17,2.0,2.0,2.0,3.0,3.0
7988,X,301,2016-17,3.0,2.0,3.0,3.0,3.0
7989,X,117,2016-17,3.0,2.0,2.0,3.0,3.0
7990,X,219,2016-17,3.0,3.0,3.0,3.0,3.0
7991,K,067,2016-17,3.0,2.0,3.0,3.0,3.0
7992,K,169,2016-17,4.0,3.0,3.0,4.0,3.0
7993,Q,114,2016-17,3.0,3.0,4.0,4.0,4.0
7994,R,008,2016-17,3.0,3.0,3.0,4.0,3.0
7995,M,409,2016-17,3.0,2.0,2.0,3.0,3.0
7996,X,375,2016-17,3.0,3.0,3.0,3.0,3.0
7997,X,324,2016-17,4.0,3.0,3.0,4.0,3.0
7998,X,363,2016-17,3.0,3.0,3.0,4.0,4.0
7999,X,112,2016-17,2.0,1.0,2.0,2.0,2.0
8000,X,463,2016-17,3.0,3.0,3.0,3.0,3.0
8001,K,092,2016-17,3.0,2.0,2.0,3.0,3.0
8002,K,581,2016-17,3.0,3.0,3.0,4.0,3.0
8003,K,663,2016-17,2.0,2.0,2.0,2.0,2.0
8004,Q,043,2016-17,3.0,2.0,2.0,3.0,3.0
8005,Q,008,2016-17,3.0,3.0,3.0,3.0,3.0
8006,M,089,2016-17,4.0,4.0,4.0,4.0,4.0
8007,M,415,2016-17,3.0,2.0,3.0,3.0,3.0
8008,M,377,2016-17,3.0,3.0,3.0,3.0,4.0
8009,X,284,2016-17,3.0,2.0,2.0,3.0,2.0
8010,X,286,2016-17,3.0,2.0,3.0,3.0,4.0
8011,X,478,2016-17,3.0,3.0,3.0,4.0,3.0
8012,K,266,2016-17,3.0,3.0,3.0,4.0,3.0
8013,K,071,2016-17,2.0,2.0,2.0,3.0,3.0
8014,K,352,2016-17,3.0,3.0,3.0,3.0,3.0
8015,Q,296,2016-17,4.0,3.0,3.0,4.0,4.0
8016,X,479,2016-17,3.0,2.0,2.0,3.0,3.0
8017,M,288,2016-17,3.0,3.0,2.0,3.0,2.0
8018,M,242,2016-17,3.0,3.0,3.0,3.0,3.0
8019,M,211,2016-17,3.0,2.0,2.0,3.0,2.0
8020,M,552,2016-17,3.0,3.0,3.0,4.0,3.0
8021,X,509,2016-17,3.0,3.0,3.0,4.0,3.0
8022,K,688,2016-17,3.0,2.0,2.0,2.0,2.0
8023,K,629,2016-17,3.0,2.0,2.0,3.0,3.0
8024,K,505,2016-17,3.0,2.0,2.0,3.0,3.0
8025,Q,135,2016-17,3.0,3.0,3.0,3.0,3.0
8026,Q,085,2016-17,3.0,3.0,3.0,4.0,3.0
8027,Q,450,2016-17,3.0,2.0,3.0,3.0,3.0
8028,X,098,2016-17,2.0,2.0,2.0,3.0,2.0
8029,X,384,2016-17,3.0,2.0,2.0,3.0,3.0
8030,K,566,2016-17,4.0,3.0,3.0,4.0,4.0
8031,M,307,2016-17,4.0,3.0,3.0,3.0,4.0
8032,M,403,2016-17,3.0,3.0,3.0,4.0,4.0
8033,X,182,2016-17,3.0,4.0,3.0,4.0,3.0
8034,X,392,2016-17,3.0,3.0,3.0,4.0,4.0
8035,X,370,2016-17,3.0,2.0,3.0,3.0,4.0
8036,X,300,2016-17,2.0,2.0,2.0,3.0,2.0
8037,K,598,2016-17,3.0,3.0,3.0,3.0,3.0
8038,K,514,2016-17,3.0,3.0,3.0,4.0,3.0
8039,Q,330,2016-17,3.0,2.0,3.0,3.0,3.0
8040,Q,356,2016-17,3.0,2.0,3.0,3.0,3.0
8041,X,424,2016-17,3.0,2.0,3.0,3.0,3.0
8042,X,524,2016-17,3.0,2.0,3.0,3.0,3.0
8043,K,540,2016-17,3.0,2.0,3.0,4.0,3.0
8044,Q,620,2016-17,3.0,3.0,3.0,4.0,3.0
8045,Q,492,2016-17,4.0,3.0,3.0,4.0,3.0
8046,Q,148,2016-17,3.0,3.0,2.0,3.0,3.0
8047,K,371,2016-17,3.0,3.0,2.0,3.0,3.0
8048,Q,475,2016-17,4.0,3.0,3.0,4.0,4.0
8049,X,246,2016-17,3.0,2.0,3.0,4.0,3.0
8050,X,360,2016-17,3.0,3.0,3.0,3.0,3.0
8051,X,299,2016-17,3.0,2.0,2.0,3.0,2.0
8052,X,006,2016-17,3.0,3.0,3.0,3.0,3.0
8053,K,345,2016-17,3.0,2.0,2.0,3.0,3.0
8054,K,150,2016-17,2.0,2.0,3.0,3.0,2.0
8055,Q,260,2016-17,3.0,3.0,3.0,3.0,3.0
8056,X,001,2016-17,3.0,2.0,2.0,3.0,3.0
8057,X,231,2016-17,3.0,2.0,2.0,3.0,3.0
8058,X,085,2016-17,3.0,2.0,2.0,3.0,3.0
8059,K,301,2016-17,3.0,2.0,3.0,3.0,3.0
8060,Q,009,2016-17,3.0,2.0,2.0,3.0,3.0
8061,X,046,2016-17,3.0,2.0,2.0,3.0,3.0
8062,K,669,2016-17,3.0,2.0,3.0,3.0,3.0
8063,K,490,2016-17,4.0,3.0,3.0,4.0,3.0
8064,M,034,2017-18,2.0,2.0,2.0,3.0,3.0
8065,M,064,2017-18,3.0,3.0,3.0,3.0,4.0
8066,M,140,2017-18,3.0,3.0,3.0,3.0,3.0
8067,M,142,2017-18,3.0,3.0,3.0,3.0,3.0
8068,M,332,2017-18,3.0,2.0,2.0,3.0,3.0
8069,M,363,2017-18,4.0,3.0,3.0,4.0,3.0
8070,M,458,2017-18,3.0,3.0,3.0,3.0,2.0
8071,M,003,2017-18,3.0,2.0,3.0,3.0,3.0
8072,M,033,2017-18,4.0,4.0,3.0,4.0,4.0
8073,M,077,2017-18,4.0,4.0,3.0,4.0,3.0
8074,M,217,2017-18,3.0,4.0,4.0,4.0,4.0
8075,M,225,2017-18,3.0,3.0,3.0,4.0,3.0
8076,M,308,2017-18,4.0,3.0,3.0,4.0,4.0
8077,M,313,2017-18,3.0,3.0,3.0,4.0,3.0
8078,M,393,2017-18,3.0,3.0,3.0,3.0,3.0
8079,M,394,2017-18,3.0,3.0,3.0,4.0,3.0
8080,M,399,2017-18,3.0,2.0,2.0,3.0,3.0
8081,M,400,2017-18,4.0,3.0,3.0,3.0,3.0
8082,M,408,2017-18,3.0,3.0,3.0,4.0,3.0
8083,M,411,2017-18,3.0,3.0,3.0,4.0,3.0
8084,M,419,2017-18,3.0,3.0,3.0,3.0,3.0
8085,M,432,2017-18,4.0,4.0,4.0,4.0,4.0
8086,M,437,2017-18,3.0,2.0,3.0,3.0,3.0
8087,M,519,2017-18,3.0,3.0,3.0,3.0,3.0
8088,M,543,2017-18,3.0,4.0,3.0,4.0,3.0
8089,M,544,2017-18,3.0,3.0,3.0,4.0,3.0
8090,M,546,2017-18,4.0,3.0,3.0,4.0,3.0
8091,M,550,2017-18,3.0,3.0,3.0,4.0,3.0
8092,M,560,2017-18,4.0,4.0,4.0,4.0,4.0
8093,M,565,2017-18,4.0,3.0,4.0,4.0,4.0
8094,M,586,2017-18,3.0,3.0,3.0,4.0,4.0
8095,M,605,2017-18,4.0,3.0,3.0,3.0,4.0
8096,M,615,2017-18,3.0,2.0,3.0,3.0,2.0
8097,M,054,2017-18,4.0,4.0,3.0,4.0,4.0
8098,M,075,2017-18,3.0,3.0,4.0,3.0,4.0
8099,M,076,2017-18,4.0,3.0,3.0,4.0,3.0
8100,M,149,2017-18,3.0,3.0,3.0,3.0,3.0
8101,M,163,2017-18,4.0,3.0,3.0,3.0,4.0
8102,M,165,2017-18,4.0,3.0,3.0,3.0,3.0
8103,M,166,2017-18,4.0,3.0,3.0,3.0,3.0
8104,M,180,2017-18,3.0,2.0,3.0,3.0,3.0
8105,M,243,2017-18,3.0,3.0,3.0,4.0,3.0
8106,M,299,2017-18,2.0,2.0,2.0,3.0,3.0
8107,M,333,2017-18,3.0,4.0,4.0,4.0,4.0
8108,M,402,2017-18,4.0,3.0,4.0,4.0,4.0
8109,M,415,2017-18,2.0,2.0,2.0,2.0,2.0
8110,M,417,2017-18,3.0,3.0,3.0,3.0,4.0
8111,M,479,2017-18,3.0,3.0,3.0,4.0,3.0
8112,M,492,2017-18,3.0,3.0,4.0,4.0,4.0
8113,M,505,2017-18,2.0,3.0,3.0,4.0,3.0
8114,M,057,2017-18,3.0,3.0,3.0,3.0,3.0
8115,M,096,2017-18,3.0,3.0,3.0,3.0,2.0
8116,M,372,2017-18,3.0,3.0,3.0,3.0,3.0
8117,M,375,2017-18,4.0,3.0,3.0,4.0,3.0
8118,M,435,2017-18,4.0,4.0,4.0,4.0,4.0
8119,M,497,2017-18,2.0,2.0,2.0,2.0,2.0
8120,M,030,2017-18,2.0,3.0,3.0,3.0,3.0
8121,M,123,2017-18,3.0,2.0,3.0,3.0,3.0
8122,M,194,2017-18,3.0,3.0,3.0,3.0,3.0
8123,M,285,2017-18,3.0,2.0,2.0,3.0,2.0
8124,M,499,2017-18,2.0,2.0,2.0,2.0,2.0
8125,M,670,2017-18,3.0,2.0,3.0,4.0,4.0
8126,M,004,2017-18,3.0,2.0,3.0,3.0,3.0
8127,M,005,2017-18,3.0,3.0,2.0,3.0,3.0
8128,M,008,2017-18,4.0,3.0,3.0,3.0,3.0
8129,M,018,2017-18,3.0,3.0,3.0,4.0,3.0
8130,M,048,2017-18,3.0,3.0,3.0,3.0,4.0
8131,M,115,2017-18,3.0,3.0,3.0,3.0,3.0
8132,M,132,2017-18,3.0,3.0,3.0,3.0,3.0
8133,M,152,2017-18,3.0,3.0,3.0,4.0,3.0
8134,M,189,2017-18,3.0,2.0,3.0,3.0,3.0
8135,M,311,2017-18,3.0,3.0,4.0,4.0,3.0
8136,M,322,2017-18,4.0,4.0,4.0,4.0,4.0
8137,M,328,2017-18,2.0,2.0,2.0,3.0,3.0
8138,M,348,2017-18,4.0,4.0,4.0,4.0,4.0
8139,M,349,2017-18,3.0,3.0,3.0,4.0,3.0
8140,M,468,2017-18,3.0,3.0,3.0,3.0,3.0
8141,X,018,2017-18,3.0,3.0,2.0,3.0,3.0
8142,X,043,2017-18,3.0,3.0,3.0,3.0,3.0
8143,X,049,2017-18,3.0,4.0,4.0,4.0,4.0
8144,X,151,2017-18,3.0,3.0,3.0,3.0,3.0
8145,X,179,2017-18,2.0,2.0,2.0,3.0,3.0
8146,X,259,2017-18,4.0,3.0,3.0,4.0,3.0
8147,X,334,2017-18,4.0,3.0,3.0,4.0,4.0
8148,X,379,2017-18,3.0,3.0,3.0,3.0,3.0
8149,X,527,2017-18,3.0,3.0,2.0,4.0,4.0
8150,X,075,2017-18,4.0,3.0,4.0,4.0,4.0
8151,X,101,2017-18,3.0,3.0,3.0,3.0,4.0
8152,X,119,2017-18,3.0,3.0,3.0,3.0,2.0
8153,X,123,2017-18,3.0,2.0,3.0,3.0,3.0
8154,X,131,2017-18,3.0,2.0,3.0,3.0,3.0
8155,X,146,2017-18,2.0,3.0,3.0,3.0,3.0
8156,X,152,2017-18,4.0,4.0,3.0,3.0,3.0
8157,X,301,2017-18,3.0,3.0,3.0,3.0,3.0
8158,X,320,2017-18,3.0,2.0,3.0,3.0,3.0
8159,X,349,2017-18,3.0,3.0,3.0,4.0,4.0
8160,X,375,2017-18,3.0,3.0,3.0,3.0,3.0
8161,X,377,2017-18,2.0,2.0,2.0,3.0,3.0
8162,X,405,2017-18,3.0,2.0,3.0,3.0,3.0
8163,X,424,2017-18,2.0,2.0,2.0,3.0,2.0
8164,X,467,2017-18,2.0,2.0,2.0,3.0,2.0
8165,X,530,2017-18,3.0,3.0,3.0,3.0,4.0
8166,X,537,2017-18,4.0,4.0,4.0,4.0,4.0
8167,X,004,2017-18,4.0,2.0,3.0,3.0,4.0
8168,X,011,2017-18,4.0,3.0,3.0,4.0,4.0
8169,X,022,2017-18,3.0,3.0,3.0,3.0,3.0
8170,X,053,2017-18,3.0,3.0,3.0,3.0,4.0
8171,X,088,2017-18,2.0,2.0,2.0,3.0,2.0
8172,X,117,2017-18,3.0,3.0,2.0,3.0,3.0
8173,X,218,2017-18,4.0,3.0,3.0,4.0,4.0
8174,X,219,2017-18,3.0,3.0,3.0,3.0,3.0
8175,X,227,2017-18,3.0,3.0,3.0,4.0,4.0
8176,X,236,2017-18,2.0,2.0,3.0,2.0,3.0
8177,X,252,2017-18,3.0,3.0,3.0,4.0,3.0
8178,X,294,2017-18,4.0,3.0,3.0,4.0,4.0
8179,X,297,2017-18,4.0,3.0,3.0,3.0,4.0
8180,X,313,2017-18,3.0,3.0,3.0,3.0,3.0
8181,X,328,2017-18,3.0,4.0,3.0,3.0,4.0
8182,X,339,2017-18,3.0,3.0,3.0,4.0,3.0
8183,X,350,2017-18,3.0,2.0,2.0,3.0,3.0
8184,X,403,2017-18,3.0,3.0,3.0,4.0,4.0
8185,X,412,2017-18,3.0,2.0,3.0,3.0,3.0
8186,X,443,2017-18,4.0,3.0,4.0,4.0,4.0
8187,X,449,2017-18,3.0,3.0,3.0,4.0,3.0
8188,X,457,2017-18,2.0,2.0,2.0,4.0,2.0
8189,X,505,2017-18,3.0,2.0,2.0,3.0,3.0
8190,X,517,2017-18,4.0,3.0,3.0,3.0,3.0
8191,X,015,2017-18,3.0,3.0,3.0,3.0,3.0
8192,X,024,2017-18,3.0,3.0,3.0,3.0,3.0
8193,X,033,2017-18,4.0,3.0,3.0,4.0,3.0
8194,X,037,2017-18,4.0,3.0,4.0,3.0,4.0
8195,X,051,2017-18,4.0,3.0,4.0,4.0,3.0
8196,X,059,2017-18,4.0,3.0,3.0,3.0,3.0
8197,X,085,2017-18,3.0,3.0,3.0,3.0,3.0
8198,X,095,2017-18,4.0,3.0,3.0,4.0,4.0
8199,X,141,2017-18,3.0,3.0,3.0,4.0,3.0
8200,X,205,2017-18,3.0,3.0,3.0,3.0,3.0
8201,X,207,2017-18,3.0,3.0,3.0,4.0,4.0
8202,X,225,2017-18,3.0,3.0,3.0,3.0,3.0
8203,X,226,2017-18,3.0,3.0,4.0,3.0,4.0
8204,X,279,2017-18,3.0,3.0,4.0,3.0,4.0
8205,X,319,2017-18,3.0,3.0,3.0,3.0,3.0
8206,X,342,2017-18,3.0,2.0,2.0,3.0,3.0
8207,X,344,2017-18,3.0,3.0,3.0,3.0,3.0
8208,X,363,2017-18,4.0,3.0,3.0,4.0,3.0
8209,X,368,2017-18,4.0,3.0,3.0,4.0,3.0
8210,X,391,2017-18,3.0,2.0,2.0,3.0,3.0
8211,X,397,2017-18,4.0,3.0,3.0,4.0,3.0
8212,X,434,2017-18,3.0,3.0,3.0,3.0,2.0
8213,X,438,2017-18,3.0,3.0,3.0,4.0,3.0
8214,X,439,2017-18,4.0,3.0,3.0,3.0,3.0
8215,X,440,2017-18,2.0,2.0,2.0,3.0,3.0
8216,X,549,2017-18,4.0,4.0,4.0,4.0,4.0
8217,X,565,2017-18,3.0,3.0,3.0,4.0,3.0
8218,X,016,2017-18,3.0,3.0,3.0,3.0,3.0
8219,X,096,2017-18,3.0,3.0,3.0,4.0,2.0
8220,X,097,2017-18,4.0,3.0,3.0,4.0,4.0
8221,X,103,2017-18,3.0,3.0,3.0,3.0,2.0
8222,X,105,2017-18,4.0,3.0,3.0,4.0,4.0
8223,X,108,2017-18,4.0,3.0,3.0,4.0,4.0
8224,X,112,2017-18,2.0,2.0,2.0,3.0,3.0
8225,X,121,2017-18,3.0,2.0,3.0,3.0,3.0
